0.000000;N2;S-1;B00; Start()
0.458353;N2;S1;F04;    · Transmission of packet #43 started
0.458353;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.458353;N2;S1;H00;  - NACK of packet #43 received from N1 sent to a) N2 and b) N-1 with reason 2
0.458353;N2;S1;H02;  - I am implied in the NACK with packet id #43
0.458353;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.458353;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.458353;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.461198;N2;S1;G00; myTXFinished()
0.461198;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.461198;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.461198;N2;S0;F00;  - Resuming backoff at 0.000060 s
0.461258;N2;S0;F00; endBackoff()
0.461258;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.461258;N2;S1;Z01;    · Computed TX duration: 0.006653 s
0.461258;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.461258;N2;S1;F04;    · Transmission of packet #44 started
0.461258;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.461258;N2;S1;H00;  - NACK of packet #44 received from N1 sent to a) N2 and b) N-1 with reason 2
0.461258;N2;S1;H02;  - I am implied in the NACK with packet id #44
0.461258;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.461258;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.461258;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.466810;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.466810;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.466810;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.466810;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.466810;N2;S1;E13;    · I am TXing. Do nothing.
0.466843;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.466843;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.466843;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.466843;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.466843;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.466843;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.466843;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.466843;N2;S1;D08;    · I am NOT the TX destination (N3)
0.467911;N2;S1;G00; myTXFinished()
0.467911;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.467911;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.467911;N2;S0;F00;  - Resuming backoff at 0.000116 s
0.468027;N2;S0;F00; endBackoff()
0.468027;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.468027;N2;S1;Z01;    · Computed TX duration: 0.010369 s
0.468027;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.468027;N2;S1;F04;    · Transmission of packet #45 started
0.468027;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.468027;N2;S1;H00;  - NACK of packet #45 received from N1 sent to a) N2 and b) N-1 with reason 2
0.468027;N2;S1;H02;  - I am implied in the NACK with packet id #45
0.468027;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.468027;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.468027;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.468053;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.468053;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.468053;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.468053;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.468053;N2;S1;E13;    · I am TXing. Do nothing.
0.468117;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.468117;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.468117;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.468117;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.468117;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.468117;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.468117;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.468117;N2;S1;D08;    · I am NOT the TX destination (N3)
0.475687;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.475687;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.475687;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.475687;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.475687;N2;S1;E13;    · I am TXing. Do nothing.
0.475734;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.475734;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.475734;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.475734;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.475734;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.475734;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.475734;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.475734;N2;S1;D08;    · I am NOT the TX destination (N3)
0.478396;N2;S1;G00; myTXFinished()
0.478396;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.478396;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.478396;N2;S0;F00;  - Resuming backoff at 0.000137 s
0.478533;N2;S0;F00; endBackoff()
0.478533;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.478533;N2;S1;Z01;    · Computed TX duration: 0.015686 s
0.478533;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.478533;N2;S1;F04;    · Transmission of packet #46 started
0.478533;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.478533;N2;S1;H00;  - NACK of packet #46 received from N1 sent to a) N2 and b) N-1 with reason 2
0.478533;N2;S1;H02;  - I am implied in the NACK with packet id #46
0.478533;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.478533;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.478533;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.483312;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.483312;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.483312;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.483312;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.483312;N2;S1;E13;    · I am TXing. Do nothing.
0.483384;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.483384;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.483384;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.483384;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.483384;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.483384;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.483384;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.483384;N2;S1;D08;    · I am NOT the TX destination (N3)
0.488149;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.488149;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.488149;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.488149;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.488149;N2;S1;E13;    · I am TXing. Do nothing.
0.488160;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.488160;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.488160;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.488160;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.488160;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.488160;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.488160;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.488160;N2;S1;D08;    · I am NOT the TX destination (N3)
0.492816;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.492816;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.492816;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.492816;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.492816;N2;S1;E13;    · I am TXing. Do nothing.
0.492853;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.492853;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.492853;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.492853;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.492853;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.492853;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.492853;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.492853;N2;S1;D08;    · I am NOT the TX destination (N3)
0.494218;N2;S1;G00; myTXFinished()
0.494218;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.494218;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.494218;N2;S0;F00;  - Resuming backoff at 0.000160 s
0.494379;N2;S0;F00; endBackoff()
0.494379;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.494379;N2;S1;Z01;    · Computed TX duration: 0.021225 s
0.494379;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.494379;N2;S1;F04;    · Transmission of packet #47 started
0.494379;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.494379;N2;S1;H00;  - NACK of packet #47 received from N1 sent to a) N2 and b) N-1 with reason 2
0.494379;N2;S1;H02;  - I am implied in the NACK with packet id #47
0.494379;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.494379;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.494379;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.504280;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.504280;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.504280;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.504280;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.504280;N2;S1;E13;    · I am TXing. Do nothing.
0.504345;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.504345;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.504345;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.504345;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.504345;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.504345;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.504345;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.504345;N2;S1;D08;    · I am NOT the TX destination (N3)
0.514014;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.514014;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.514014;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.514014;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.514014;N2;S1;E13;    · I am TXing. Do nothing.
0.514067;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.514067;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.514067;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.514067;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.514067;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.514067;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.514067;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.514067;N2;S1;D08;    · I am NOT the TX destination (N3)
0.515603;N2;S1;G00; myTXFinished()
0.515603;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.515603;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.515603;N2;S0;F00;  - Resuming backoff at 0.000095 s
0.515698;N2;S0;F00; endBackoff()
0.515698;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.515698;N2;S1;Z01;    · Computed TX duration: 0.018902 s
0.515698;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.515698;N2;S1;F04;    · Transmission of packet #48 started
0.515698;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.515698;N2;S1;H00;  - NACK of packet #48 received from N1 sent to a) N2 and b) N-1 with reason 2
0.515698;N2;S1;H02;  - I am implied in the NACK with packet id #48
0.515698;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.515698;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.515698;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.529145;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.529145;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.529145;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.529145;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.529145;N2;S1;E13;    · I am TXing. Do nothing.
0.529177;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.529177;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.529177;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.529177;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.529177;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.529177;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.529177;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.529177;N2;S1;D08;    · I am NOT the TX destination (N3)
0.534601;N2;S1;G00; myTXFinished()
0.534601;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.534601;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.534601;N2;S0;F00;  - Resuming backoff at 0.000044 s
0.534644;N2;S0;F00; endBackoff()
0.534644;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.534644;N2;S1;Z01;    · Computed TX duration: 0.000629 s
0.534644;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.534644;N2;S1;F04;    · Transmission of packet #49 started
0.534644;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.534644;N2;S1;H00;  - NACK of packet #49 received from N1 sent to a) N2 and b) N-1 with reason 2
0.534644;N2;S1;H02;  - I am implied in the NACK with packet id #49
0.534644;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.534644;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.534644;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.535273;N2;S1;G00; myTXFinished()
0.535273;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.535273;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.535273;N2;S0;F00;  - Resuming backoff at 0.000132 s
0.535404;N2;S0;F00; endBackoff()
0.535404;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.535404;N2;S1;Z01;    · Computed TX duration: 0.019275 s
0.535404;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.535404;N2;S1;F04;    · Transmission of packet #50 started
0.535404;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.535404;N2;S1;H00;  - NACK of packet #50 received from N1 sent to a) N2 and b) N-1 with reason 2
0.535404;N2;S1;H02;  - I am implied in the NACK with packet id #50
0.535404;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.535404;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.535404;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.538624;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.538624;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.538624;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.538624;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.538624;N2;S1;E13;    · I am TXing. Do nothing.
0.538668;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.538668;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.538668;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.538668;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.538668;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.538668;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.538668;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.538668;N2;S1;D08;    · I am NOT the TX destination (N3)
0.549216;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.549216;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.549216;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.549216;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.549216;N2;S1;E13;    · I am TXing. Do nothing.
0.549221;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.549221;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.549221;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.549221;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.549221;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.549221;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.549221;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.549221;N2;S1;D08;    · I am NOT the TX destination (N3)
0.552055;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.552055;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.552055;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.552055;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.552055;N2;S1;E13;    · I am TXing. Do nothing.
0.552086;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.552086;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.552086;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.552086;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.552086;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.552086;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.552086;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.552086;N2;S1;D08;    · I am NOT the TX destination (N3)
0.554680;N2;S1;G00; myTXFinished()
0.554680;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.554680;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.554680;N2;S0;F00;  - Resuming backoff at 0.000033 s
0.554712;N2;S0;F00; endBackoff()
0.554712;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.554712;N2;S1;Z01;    · Computed TX duration: 0.019234 s
0.554712;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.554712;N2;S1;F04;    · Transmission of packet #51 started
0.554712;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.554712;N2;S1;H00;  - NACK of packet #51 received from N1 sent to a) N2 and b) N-1 with reason 2
0.554712;N2;S1;H02;  - I am implied in the NACK with packet id #51
0.554712;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.554712;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.554712;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.568977;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.568977;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.568977;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.568977;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.568977;N2;S1;E13;    · I am TXing. Do nothing.
0.569014;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.569014;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.569014;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.569014;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.569014;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.569014;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.569014;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.569014;N2;S1;D08;    · I am NOT the TX destination (N3)
0.570802;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.570802;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.570802;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.570802;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.570802;N2;S1;E13;    · I am TXing. Do nothing.
0.570854;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.570854;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.570854;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.570854;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.570854;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.570854;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.570854;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.570854;N2;S1;D08;    · I am NOT the TX destination (N3)
0.573946;N2;S1;G00; myTXFinished()
0.573946;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.573946;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.573946;N2;S0;F00;  - Resuming backoff at 0.000076 s
0.574022;N2;S0;F00; endBackoff()
0.574022;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.574022;N2;S1;Z01;    · Computed TX duration: 0.061215 s
0.574022;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.574022;N2;S1;F04;    · Transmission of packet #52 started
0.574022;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.574022;N2;S1;H00;  - NACK of packet #52 received from N1 sent to a) N2 and b) N-1 with reason 2
0.574022;N2;S1;H02;  - I am implied in the NACK with packet id #52
0.574022;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.574022;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.574022;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.590910;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.590910;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.590910;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.590910;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.590910;N2;S1;E13;    · I am TXing. Do nothing.
0.590997;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.590997;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.590997;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.590997;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.590997;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.590997;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.590997;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.590997;N2;S1;D08;    · I am NOT the TX destination (N3)
0.601983;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.601983;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.601983;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.601983;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.601983;N2;S1;E13;    · I am TXing. Do nothing.
0.602015;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.602015;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.602015;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.602015;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.602015;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.602015;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.602015;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.602015;N2;S1;D08;    · I am NOT the TX destination (N3)
0.621339;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.621339;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.621339;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.621339;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.621339;N2;S1;E13;    · I am TXing. Do nothing.
0.621389;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.621389;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
